attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,60,4507,86,2737,3,3,Lessthan40K
Existing Customer,51,4812,85,19262,3,2,80K-120K
Existing Customer,33,5055,68,2252,1,1,Unknown
Attrited Customer,46,2619,41,7077,3,3,80K-120K
Existing Customer,63,5047,64,2706,2,1,60K-80K
Existing Customer,49,4288,69,3263,3,2,40K-60K
Attrited Customer,41,2907,45,3281,2,3,40K-60K
Existing Customer,51,4927,70,8169,3,2,80K-120K
Existing Customer,46,4264,76,3276,1,3,40K-60K
Existing Customer,41,4666,74,1966,2,3,Lessthan40K
Existing Customer,46,5103,83,5869,1,3,Unknown
Existing Customer,34,3940,82,1438.3,2,2,Lessthan40K
Existing Customer,45,4015,77,3682,2,3,Lessthan40K
Existing Customer,27,4715,86,13439,1,0,Unknown
Attrited Customer,54,1930,41,1694,4,3,Lessthan40K
Existing Customer,41,4695,73,1636,2,2,80K-120K
Existing Customer,48,4039,50,1449,2,3,Lessthan40K
Existing Customer,45,4166,71,1513,3,3,Lessthan40K
Attrited Customer,39,2392,44,1438.3,2,4,Lessthan40K
Existing Customer,46,4792,81,4120,3,2,Lessthan40K
Existing Customer,47,4817,77,2289,3,1,Lessthan40K
Existing Customer,45,4535,82,2016,2,3,Lessthan40K
Attrited Customer,49,2239,47,2509,4,3,80K-120K
Existing Customer,40,5238,82,3511,1,3,Lessthan40K
Existing Customer,45,4453,75,2751,3,3,60K-80K
Existing Customer,34,4918,81,2426,6,3,Lessthan40K
Existing Customer,44,3659,76,12230,3,2,80K-120K
Existing Customer,42,4518,79,7328,1,3,60K-80K
Existing Customer,47,4279,75,2264,1,3,Unknown
Existing Customer,42,4711,77,3046,1,3,80K-120K
Existing Customer,51,4431,89,5881,3,2,Unknown
Existing Customer,52,3621,83,16207,2,3,80K-120K
Existing Customer,44,4484,81,15468,3,2,60K-80K
Existing Customer,47,4655,66,5950,3,2,Lessthan40K
Existing Customer,48,4705,77,3119,1,2,Lessthan40K
Existing Customer,50,4037,83,1507,1,3,Unknown
Existing Customer,51,4748,74,2902,3,3,Lessthan40K
Existing Customer,47,4656,80,1585,2,2,Lessthan40K
Existing Customer,47,4296,68,2899,2,3,Lessthan40K
Existing Customer,50,2245,47,2295,1,2,40K-60K
Existing Customer,39,4284,85,3251,1,3,Lessthan40K
Existing Customer,48,4506,80,4009,1,2,Unknown
Attrited Customer,45,2108,55,3411,2,2,Lessthan40K
Existing Customer,49,4042,78,15525,1,2,40K-60K
Existing Customer,35,4541,60,2118,3,0,Lessthan40K
Existing Customer,34,4977,88,2275,2,2,40K-60K
Existing Customer,59,4899,62,2601,2,0,Lessthan40K
Existing Customer,52,3532,72,4642,3,3,80K-120K
Existing Customer,58,4082,82,1438.3,4,3,Lessthan40K
Existing Customer,51,4388,66,1858,2,2,Lessthan40K
Existing Customer,59,4727,83,2636,3,3,Lessthan40K
Existing Customer,50,4621,71,3743,3,3,40K-60K
Existing Customer,49,4538,82,1438.3,1,3,Lessthan40K
Attrited Customer,61,2418,57,4130,3,4,Lessthan40K
Existing Customer,47,3480,62,10960,3,3,40K-60K
Existing Customer,52,4337,81,3900,2,0,40K-60K
Existing Customer,38,5389,84,6236,3,3,Lessthan40K
Existing Customer,34,3876,67,2591,1,0,Unknown
Attrited Customer,57,2212,43,1615,3,3,Lessthan40K
Existing Customer,47,5108,78,8332,1,2,Unknown
Existing Customer,55,4100,82,2033,5,2,Lessthan40K
Existing Customer,55,4277,59,8082,2,3,80K-120K
Existing Customer,57,4683,87,1511,2,3,Lessthan40K
Existing Customer,43,4106,81,11536,2,2,Unknown
Existing Customer,65,3807,61,4010,3,2,Lessthan40K
Existing Customer,55,4085,69,1669,2,3,Lessthan40K
Existing Customer,54,4022,65,11905,1,2,Unknown
Attrited Customer,44,2598,47,3052,3,3,Lessthan40K
Existing Customer,55,4858,73,2712,1,2,Lessthan40K
Existing Customer,39,4299,59,1978,2,3,Lessthan40K
Existing Customer,37,4621,73,1438.3,2,0,Lessthan40K
Existing Customer,55,4548,76,1606,3,3,Lessthan40K
Existing Customer,46,4665,89,2406,3,2,Lessthan40K
Existing Customer,44,3565,83,5877,2,3,80K-120K
Attrited Customer,57,2196,35,2796,3,3,Lessthan40K
Existing Customer,54,4302,74,2876,1,2,Unknown
Attrited Customer,38,2372,44,3554,2,4,Lessthan40K
Existing Customer,48,3616,68,9505,3,2,Lessthan40K
Attrited Customer,34,2703,56,1576,2,2,Lessthan40K
Existing Customer,44,4257,89,1438.3,3,2,Lessthan40K
Existing Customer,39,4342,87,2973,2,1,60K-80K
Attrited Customer,40,2493,42,1438.3,2,3,Lessthan40K
Existing Customer,41,4868,76,5647,2,3,Unknown
Existing Customer,43,4808,87,1766,3,2,40K-60K
Existing Customer,50,4129,68,1606,2,3,Lessthan40K
Attrited Customer,54,2538,49,2223,3,3,Lessthan40K
Existing Customer,47,4970,85,2896,3,3,40K-60K
Existing Customer,51,4784,69,2157,1,3,60K-80K
Attrited Customer,49,2003,43,3802,3,3,Unknown
Existing Customer,43,4190,74,13840,3,2,60K-80K
Existing Customer,36,5182,78,2169,1,2,Lessthan40K
Existing Customer,47,4167,86,4862,3,0,Lessthan40K
Existing Customer,45,4483,72,2289,1,2,Lessthan40K
Existing Customer,49,3915,72,22651,1,3,60K-80K
Existing Customer,48,4748,88,2406,3,2,Lessthan40K
Attrited Customer,52,2724,38,3022,3,3,80K-120K
Existing Customer,46,3528,61,12935,1,2,80K-120K
Attrited Customer,45,2207,41,1438.3,4,3,Lessthan40K
Attrited Customer,49,2030,37,1438.3,3,3,40K-60K
Existing Customer,43,4893,76,2256,2,2,Lessthan40K
Attrited Customer,40,2709,54,1516,3,1,Lessthan40K
Existing Customer,48,4351,86,2485,2,2,40K-60K
Existing Customer,53,4665,67,1820,2,2,Lessthan40K
Existing Customer,54,4120,77,2156,3,3,Unknown
Existing Customer,48,4135,76,5826,3,2,60K-80K
Existing Customer,39,3768,59,10190,2,2,Lessthan40K
Existing Customer,45,4670,77,2035,2,2,Lessthan40K
Attrited Customer,45,2037,31,1833,3,3,Lessthan40K
Existing Customer,56,4965,74,1623,3,3,60K-80K
Attrited Customer,27,1903,44,1835,1,3,Lessthan40K
Existing Customer,47,4346,70,4490,2,2,Lessthan40K
Existing Customer,48,4084,72,11062,3,2,60K-80K
Attrited Customer,30,2560,59,1574,3,3,Lessthan40K
Existing Customer,52,4751,80,2370,2,2,Lessthan40K
Existing Customer,35,4667,83,2658,2,0,Lessthan40K
Attrited Customer,38,2500,47,2300,2,3,Lessthan40K
Existing Customer,44,4289,71,2368,2,3,Lessthan40K
Existing Customer,53,4244,53,2883,2,3,40K-60K
Existing Customer,43,4624,75,3264,3,2,Unknown
Existing Customer,46,4303,89,1937,2,2,Lessthan40K
Existing Customer,40,5097,82,2166,2,2,40K-60K
Existing Customer,43,3746,81,7135,1,3,40K-60K
Existing Customer,56,4830,79,1438.3,3,2,Lessthan40K
Existing Customer,48,4674,67,3743,1,1,40K-60K
Existing Customer,31,4900,81,5190,3,1,Unknown
Existing Customer,41,4119,70,6059,3,3,40K-60K
Existing Customer,47,4576,83,2577,2,3,Lessthan40K
Existing Customer,43,4476,79,3761,1,3,Lessthan40K
Attrited Customer,50,2447,41,1572,3,3,Lessthan40K
Existing Customer,39,4800,70,1637,1,1,40K-60K
Existing Customer,51,4336,66,28600,3,2,120K+
Existing Customer,40,3063,57,4402,3,1,Lessthan40K
Existing Customer,50,4816,79,2652,1,3,Lessthan40K
Existing Customer,41,4479,82,6602,2,3,40K-60K
Attrited Customer,37,2880,46,1900,1,3,40K-60K
Existing Customer,56,4925,82,3455,2,3,40K-60K
Existing Customer,47,4259,80,18123,3,3,60K-80K
Existing Customer,44,3834,69,2295,1,3,Lessthan40K
Existing Customer,38,3595,65,1518,2,2,80K-120K
Existing Customer,45,3875,84,2723,1,1,Lessthan40K
Existing Customer,47,4878,84,1776,1,3,Lessthan40K
Existing Customer,39,4199,84,1968,3,1,Lessthan40K
Existing Customer,48,5163,73,1860,1,1,Lessthan40K
Existing Customer,53,5299,75,2684,2,3,Lessthan40K
Existing Customer,51,4348,77,2180,1,3,40K-60K
Attrited Customer,41,2473,49,1661,3,4,Lessthan40K
Existing Customer,38,4771,81,1679,1,2,Lessthan40K
Attrited Customer,36,2716,63,1691,2,3,Lessthan40K
Existing Customer,46,3703,61,2888,2,3,Lessthan40K
Existing Customer,58,4553,90,1871,3,1,40K-60K
Existing Customer,44,4317,81,3226,1,3,Lessthan40K
Existing Customer,41,3964,90,12114,3,1,80K-120K
Existing Customer,42,4286,71,4959,3,1,Lessthan40K
Existing Customer,42,4240,63,10374,2,3,80K-120K
Existing Customer,45,4425,79,1438.3,3,2,Lessthan40K
Attrited Customer,44,2380,43,1486,3,3,Unknown
Existing Customer,41,4087,73,2542,3,3,Unknown
Attrited Customer,35,2482,40,1931,3,3,Lessthan40K
Attrited Customer,48,2450,45,1644,3,4,Lessthan40K
Existing Customer,43,4088,66,2283,1,3,40K-60K
Existing Customer,36,4024,82,4943,2,2,Lessthan40K
Attrited Customer,44,2100,54,1438.3,3,4,40K-60K
Existing Customer,43,4482,54,1438.3,1,3,Lessthan40K
Existing Customer,52,4737,80,1438.3,2,3,Lessthan40K
Attrited Customer,61,2285,46,1760,3,4,Lessthan40K
Existing Customer,50,4339,82,1852,4,3,Lessthan40K
Existing Customer,43,4521,70,2049,2,3,60K-80K
Attrited Customer,48,2790,37,1670,3,3,Lessthan40K
Existing Customer,35,4823,64,1511,2,3,Lessthan40K
Existing Customer,39,4355,78,6018,2,1,80K-120K
Existing Customer,59,4724,71,3030,2,2,Lessthan40K
Existing Customer,58,4394,75,2755,1,3,Lessthan40K
Existing Customer,51,4425,83,8783,2,2,80K-120K
Existing Customer,64,5225,94,1861,3,1,Lessthan40K
Attrited Customer,50,2511,40,13709,4,3,120K+
Attrited Customer,46,2690,43,4710,3,2,Lessthan40K
Existing Customer,49,4787,60,17285,3,2,80K-120K
Existing Customer,53,4463,87,1438.3,2,3,Lessthan40K
Existing Customer,54,4238,55,7866,3,2,60K-80K
Existing Customer,42,5026,77,2190,3,1,Lessthan40K
Existing Customer,43,4778,65,4829,1,3,Lessthan40K
Existing Customer,46,3962,62,3210,1,1,80K-120K
Existing Customer,38,5000,79,1755,3,3,Lessthan40K
Existing Customer,47,4341,80,1438.3,1,1,40K-60K
Existing Customer,37,3895,87,14485,2,1,60K-80K
Existing Customer,47,4256,78,6043,3,2,40K-60K
Attrited Customer,43,1732,39,6348,3,2,60K-80K
Existing Customer,56,4210,75,1438.3,3,1,Lessthan40K
Attrited Customer,43,1789,38,17239,2,3,60K-80K
Attrited Customer,45,2300,45,18432,2,3,Unknown
Existing Customer,47,5056,85,1636,2,2,Lessthan40K
Existing Customer,43,4452,65,7951,1,3,Unknown
Attrited Customer,44,2223,47,14201,3,3,60K-80K
Existing Customer,52,4108,70,2723,3,2,40K-60K
Existing Customer,52,3603,59,2019,2,2,Lessthan40K
Existing Customer,43,4018,63,10305,1,2,Unknown
Existing Customer,49,5219,86,3114,3,3,40K-60K
Attrited Customer,40,2451,38,4323,2,2,40K-60K
Attrited Customer,50,2935,58,3647,2,2,Lessthan40K
Existing Customer,43,4678,71,1849,2,2,60K-80K
Existing Customer,53,4480,80,2540,3,1,80K-120K
Existing Customer,42,4524,72,4972,3,2,Unknown
Existing Customer,55,3705,69,13565,3,1,Lessthan40K
Attrited Customer,40,2505,43,6332,2,2,60K-80K
Existing Customer,41,3877,66,6062,3,2,60K-80K
Existing Customer,47,4491,75,2897,2,2,Lessthan40K
Existing Customer,46,4869,84,13407,5,0,60K-80K
Existing Customer,50,4735,83,6610,2,2,Unknown
Attrited Customer,33,2439,43,1438.3,3,4,80K-120K
Existing Customer,45,5067,88,2030,1,2,Lessthan40K
Attrited Customer,53,1868,38,3146,2,3,40K-60K
Existing Customer,36,4284,74,5302,3,2,80K-120K
Existing Customer,55,5069,81,3185,2,3,Lessthan40K
Existing Customer,42,4593,72,4328,3,2,Lessthan40K
Existing Customer,51,4508,79,2238,3,3,Lessthan40K
Existing Customer,44,4779,83,2658,3,3,Lessthan40K
Existing Customer,47,4422,65,9090,2,2,60K-80K
Existing Customer,46,4209,76,2424,2,3,Lessthan40K
Existing Customer,57,3848,75,1438.3,1,3,Lessthan40K
Attrited Customer,43,2137,40,1438.3,3,3,Lessthan40K
Existing Customer,61,3440,46,2303,3,2,Unknown
Existing Customer,51,4074,81,2792,2,3,120K+
Existing Customer,44,4549,70,2900,1,2,Lessthan40K
Existing Customer,46,4249,81,2267,3,3,Lessthan40K
Existing Customer,52,4661,85,4189,3,3,40K-60K
Attrited Customer,45,2216,51,12890,3,2,60K-80K
Existing Customer,35,4672,66,3269,1,2,Unknown
Existing Customer,59,5037,84,2759,2,2,Lessthan40K
Attrited Customer,46,2345,36,1787,2,2,Lessthan40K
Existing Customer,43,4578,72,6854,2,3,60K-80K
Attrited Customer,35,2653,46,2904,2,2,80K-120K
Existing Customer,44,4572,90,5293,2,2,80K-120K
Existing Customer,57,4593,81,1781,2,1,Lessthan40K
Existing Customer,50,4488,92,3276,3,2,60K-80K
Existing Customer,55,3807,82,34516,3,3,60K-80K
Existing Customer,48,4221,83,14670,3,2,60K-80K
Attrited Customer,59,2507,53,4375,3,3,40K-60K
Existing Customer,36,5471,87,3448,3,3,Unknown
Attrited Customer,43,2112,46,2111,3,3,80K-120K
Existing Customer,55,4424,81,3123,1,3,Lessthan40K
Existing Customer,42,4493,59,8374,3,2,40K-60K
Existing Customer,48,4775,61,15713,1,2,40K-60K
Existing Customer,60,3627,61,4115,3,2,40K-60K
Attrited Customer,50,2506,36,6925,3,2,80K-120K
Existing Customer,42,5051,64,1898,3,2,Unknown
Existing Customer,44,4209,77,2021,3,2,Unknown
Existing Customer,33,4143,67,1630,3,3,Lessthan40K
Attrited Customer,48,2275,43,1538,2,4,40K-60K
Existing Customer,48,4219,65,22639,2,3,60K-80K
Existing Customer,39,4204,63,2452,1,2,Lessthan40K
Existing Customer,32,4885,78,1438.3,3,3,Lessthan40K
Attrited Customer,41,1949,43,9924,2,3,120K+
Existing Customer,37,4883,73,2586,2,2,Lessthan40K
Existing Customer,59,4869,77,2308,3,3,Lessthan40K
Existing Customer,48,4949,76,10514,2,0,Unknown
Existing Customer,54,4621,67,1655,3,3,40K-60K
Existing Customer,41,5112,86,2768,2,2,40K-60K
Existing Customer,59,3816,75,2533,3,3,Lessthan40K
Existing Customer,48,4498,85,25658,3,2,80K-120K
Attrited Customer,55,1883,44,4410,2,3,40K-60K
Attrited Customer,49,2494,39,3468,3,2,Lessthan40K
Existing Customer,51,4323,70,1438.3,2,3,Lessthan40K
Attrited Customer,34,2819,48,1438.3,1,3,Unknown
Existing Customer,55,4037,69,6968,2,3,Unknown
Existing Customer,35,4105,73,2441,1,3,40K-60K
Attrited Customer,46,1799,28,1836,2,2,Lessthan40K
Existing Customer,50,4456,70,2560,1,3,40K-60K
Existing Customer,43,3452,54,32733,1,2,80K-120K
Attrited Customer,48,2327,38,2964,3,2,Lessthan40K
Existing Customer,44,4088,66,8315,1,2,80K-120K
Existing Customer,65,4091,82,2279,3,3,Lessthan40K
Existing Customer,53,3819,72,34516,1,2,80K-120K
Existing Customer,49,3691,77,1438.3,1,2,40K-60K
Existing Customer,45,4951,85,2020,2,3,Lessthan40K
Attrited Customer,44,2227,44,34516,3,3,Unknown
Existing Customer,56,4448,86,5261,2,1,Unknown
Existing Customer,43,4622,73,2692,3,1,Unknown
Existing Customer,49,4434,69,1994,2,1,40K-60K
Existing Customer,44,4780,84,3290,2,3,60K-80K
Existing Customer,52,4104,79,3035,2,3,40K-60K
Existing Customer,37,4983,86,2407,3,1,40K-60K
Attrited Customer,47,2196,35,1781,3,2,Lessthan40K
Attrited Customer,40,2725,41,3680,2,3,Lessthan40K
Attrited Customer,48,2431,46,2740,3,3,Lessthan40K
Existing Customer,42,4965,94,4311,6,3,Lessthan40K
Existing Customer,42,4693,66,1931,3,3,Lessthan40K
Existing Customer,59,4576,87,3604,3,3,Lessthan40K
Existing Customer,47,4416,68,2190,2,2,Lessthan40K
Existing Customer,56,4798,89,8438,1,2,Lessthan40K
Existing Customer,46,5029,86,3413,2,3,40K-60K
Existing Customer,26,4380,57,2163,2,1,Lessthan40K
Existing Customer,42,5025,84,3595,3,1,Lessthan40K
Existing Customer,47,4500,83,9036,3,3,120K+
Existing Customer,48,4828,90,2315,1,1,Lessthan40K
Existing Customer,44,4654,59,34516,3,2,80K-120K
Existing Customer,56,5429,71,4008,1,3,Lessthan40K
Existing Customer,43,5409,79,3143,2,3,Lessthan40K
Attrited Customer,40,2625,63,3427,2,3,80K-120K
Existing Customer,38,4813,78,2699,2,2,Lessthan40K
Existing Customer,40,4884,79,1538,2,2,Lessthan40K
Existing Customer,48,4348,90,5573,2,2,40K-60K
Existing Customer,46,4442,85,2570,3,2,80K-120K
Existing Customer,43,2659,55,18008,2,1,80K-120K
Attrited Customer,52,2395,47,34516,3,3,120K+
Existing Customer,49,3427,72,13483,2,3,Unknown
Existing Customer,49,4694,84,4349,2,3,Unknown
Existing Customer,42,3539,81,11698,1,3,60K-80K
Attrited Customer,46,2427,52,8318,2,3,Lessthan40K
Existing Customer,46,3942,78,1438.3,2,3,Lessthan40K
Attrited Customer,49,2520,38,1643,3,2,40K-60K
Existing Customer,42,4680,67,1503,1,2,40K-60K
Existing Customer,47,3485,72,2793,3,2,Lessthan40K
Existing Customer,45,4459,66,1438.3,3,3,40K-60K
Existing Customer,33,4203,76,9094,3,2,80K-120K
Existing Customer,50,4476,85,6362,1,3,60K-80K
Existing Customer,60,4611,82,2394,1,1,Lessthan40K
Existing Customer,45,4135,76,15100,2,1,60K-80K
Attrited Customer,53,2231,60,2927,4,2,Lessthan40K
Existing Customer,48,4899,84,9030,3,3,80K-120K
Existing Customer,53,4312,84,1543,2,1,Lessthan40K
Existing Customer,53,5104,87,4941,2,1,Unknown
Existing Customer,33,4169,74,2279,2,2,Unknown
Attrited Customer,44,2581,57,1877,2,3,Lessthan40K
Existing Customer,52,3763,74,1438.3,1,1,40K-60K
Existing Customer,40,4397,73,1438.3,2,1,Lessthan40K
Existing Customer,41,4086,62,9577,1,1,60K-80K
Existing Customer,43,4328,73,5427,1,1,60K-80K
Attrited Customer,46,2404,39,5913,3,4,40K-60K
Attrited Customer,43,2646,41,2867,2,2,40K-60K
Existing Customer,40,4665,82,2506,2,2,Lessthan40K
Existing Customer,39,4203,87,1693,2,3,40K-60K
Attrited Customer,54,2925,41,3137,2,2,Unknown
Attrited Customer,47,2027,42,2437,2,3,Lessthan40K
Existing Customer,35,4840,85,1438.3,0,2,Lessthan40K
Existing Customer,46,5170,93,3913,3,3,Lessthan40K
Existing Customer,41,4183,67,4953,2,2,Lessthan40K
Existing Customer,48,4510,59,5724,2,3,40K-60K
Existing Customer,37,5046,77,1438.3,0,3,40K-60K
Existing Customer,55,4233,81,1886,3,2,Lessthan40K
Attrited Customer,42,2192,35,1451,2,3,40K-60K
Existing Customer,47,4740,83,2950,2,3,Unknown
Attrited Customer,42,2181,43,1438.3,2,3,40K-60K
Existing Customer,36,4861,84,2024,2,3,40K-60K
Attrited Customer,33,2323,47,2299,1,4,Unknown
Existing Customer,47,3228,82,3291,3,2,40K-60K
Attrited Customer,41,1890,43,1438.3,2,2,Lessthan40K
Existing Customer,41,4290,90,2137,1,3,Lessthan40K
Attrited Customer,60,1628,42,1438.3,3,2,Lessthan40K
Existing Customer,48,4040,76,16794,1,3,80K-120K
Existing Customer,43,3843,69,12219,1,3,40K-60K
Existing Customer,54,4542,73,1804,2,3,Lessthan40K
Existing Customer,60,4858,69,2343,3,2,Lessthan40K
Existing Customer,44,3830,82,19724,2,3,80K-120K
Existing Customer,49,4124,57,3949,1,2,Lessthan40K
Attrited Customer,64,1811,39,1682,3,4,Lessthan40K
Attrited Customer,54,2725,47,1724,3,3,Lessthan40K
Existing Customer,50,4418,80,2372,3,2,Lessthan40K
Existing Customer,40,5080,76,4642,3,2,120K+
Existing Customer,49,4629,58,2765,3,3,40K-60K
Existing Customer,49,4552,75,2555,3,2,Lessthan40K
Existing Customer,51,3477,78,3150,2,2,80K-120K
Existing Customer,43,4058,83,2570,3,2,Lessthan40K
Existing Customer,59,4064,65,4386,2,2,60K-80K
Existing Customer,42,4331,63,2411,3,2,Lessthan40K
Attrited Customer,47,2511,56,6397,4,3,Lessthan40K
Attrited Customer,53,2777,45,23958,4,2,120K+
Existing Customer,49,4776,85,2608,2,3,Lessthan40K
Existing Customer,45,4292,76,4409,1,2,40K-60K
Existing Customer,48,4106,78,10033,2,2,60K-80K
Attrited Customer,48,2536,45,1641,3,1,60K-80K
Existing Customer,57,4983,79,2454,1,3,Lessthan40K
Existing Customer,56,4870,83,1978,2,2,Lessthan40K
Existing Customer,46,4866,81,5464,2,2,60K-80K
Existing Customer,42,4160,84,5951,3,3,60K-80K
Existing Customer,49,4013,79,2381,1,3,Lessthan40K
Existing Customer,48,4686,67,11596,2,2,60K-80K
Existing Customer,55,3562,72,5162,3,2,40K-60K
Existing Customer,63,4366,68,16312,3,1,Unknown
Attrited Customer,44,2282,38,25276,2,3,60K-80K
Existing Customer,38,4790,77,1939,3,3,Lessthan40K
Existing Customer,45,4437,67,2788,3,3,40K-60K
Existing Customer,54,4776,90,1438.3,2,3,Lessthan40K
Existing Customer,59,5066,84,2448,1,4,Lessthan40K
Existing Customer,52,3939,60,10317,3,1,Unknown
Attrited Customer,38,2492,50,3119,2,3,Lessthan40K
Attrited Customer,42,2216,40,2803,2,2,Lessthan40K
Existing Customer,43,4140,68,2397,2,1,Lessthan40K
Attrited Customer,44,2829,42,1693,3,2,Lessthan40K
Existing Customer,52,4850,84,2866,3,2,80K-120K
Existing Customer,52,4434,79,2498,2,2,40K-60K
Existing Customer,42,4707,74,1878,1,3,Lessthan40K
Existing Customer,53,4159,69,2712,3,3,40K-60K
Attrited Customer,52,2213,47,34516,3,3,120K+
Existing Customer,34,4794,71,6169,1,1,40K-60K
Existing Customer,51,4605,88,6205,2,2,80K-120K
Existing Customer,43,5008,93,1780,3,3,Lessthan40K
Existing Customer,48,4490,65,1438.3,2,1,Lessthan40K
Attrited Customer,41,2245,41,2811,2,2,Lessthan40K
Attrited Customer,59,2280,49,7501,6,2,Lessthan40K
Existing Customer,62,4473,67,2856,3,2,Lessthan40K
Existing Customer,37,3883,68,29898,2,2,80K-120K
Existing Customer,46,4327,84,1939,2,2,60K-80K
Existing Customer,50,4475,66,2965,1,1,Lessthan40K
Existing Customer,40,4763,74,2812,2,1,Lessthan40K
Attrited Customer,59,1792,29,10031,2,3,Unknown
Existing Customer,62,4003,73,4049,3,2,40K-60K
Attrited Customer,38,2271,31,2669,2,3,40K-60K
Attrited Customer,44,2697,45,1951,2,2,Lessthan40K
Existing Customer,59,4411,77,1528,3,1,40K-60K
Attrited Customer,48,2090,50,1438.3,3,3,Lessthan40K
Attrited Customer,50,2297,37,3143,3,4,60K-80K
Existing Customer,46,3916,79,1438.3,3,3,Lessthan40K
Existing Customer,43,3820,75,8406,4,1,40K-60K
Existing Customer,50,4708,81,2242,2,1,Lessthan40K
Attrited Customer,44,2132,33,6538,3,6,60K-80K
Existing Customer,42,4663,78,4710,3,1,Lessthan40K
Existing Customer,50,4348,77,13032,1,3,120K+
Existing Customer,45,4138,85,2225,2,2,Lessthan40K
Existing Customer,52,4417,84,3143,4,2,40K-60K
Existing Customer,49,5223,84,5013,1,3,60K-80K
Existing Customer,60,4073,69,3466,0,1,Lessthan40K
Existing Customer,38,4891,68,1686,3,3,Lessthan40K
Attrited Customer,44,1588,37,1689,3,2,40K-60K
Existing Customer,47,4847,78,1626,2,1,40K-60K
Attrited Customer,57,1690,38,1614,5,2,Lessthan40K
Existing Customer,41,4775,84,2429,3,3,Unknown
Existing Customer,35,4551,82,1438.3,2,1,40K-60K
Attrited Customer,39,1974,54,17523,2,2,80K-120K
Existing Customer,54,4404,93,2573,4,1,Lessthan40K
Existing Customer,43,4656,59,2900,2,2,40K-60K
Existing Customer,32,5209,93,2352,5,1,Lessthan40K
Existing Customer,58,4976,79,2212,4,0,Lessthan40K
Attrited Customer,33,2172,33,9642,3,2,80K-120K
Existing Customer,56,4212,72,9257,1,3,120K+
Attrited Customer,46,2304,46,1731,3,3,Lessthan40K
Existing Customer,61,4799,79,16929,2,2,60K-80K
Existing Customer,50,3568,92,3606,4,2,80K-120K
Existing Customer,44,4180,71,1714,3,3,40K-60K
